run_id,sensor,distance_m,group,frames,detections,detection_rate,measured_p50_m,abs_error_p50_m,abs_error_p95_m,period_p50_s,period_p95_s,period_p99_s,tf_success_rate,contact_events,pass
blind_zone_20260822_093730,scan,0.5000009845276342,1,10,10,1.0,0.49702296578800625,0.002978018739627941,0.003925589121995909,0.10978733500087401,0.1279417956004181,0.13432801031980487,1.0,0,True
blind_zone_20260822_093730,velodyne,0.5000009845276342,1,10,10,1.0,0.4999992698431015,4.124746517997213e-05,0.00027782513899940995,0.10909695000009378,0.12562013720016693,0.13088250904082088,1.0,0,True
blind_zone_20260822_093730,scan,0.5000009845276342,2,10,10,1.0,0.49751140065422117,0.002489583873413026,0.0033567239346602384,0.11155664600119053,0.1574321674001112,0.15902984387983451,1.0,0,True
blind_zone_20260822_093730,velodyne,0.5000009845276342,2,10,10,1.0,0.4999908357858658,2.726912498474121e-05,0.00014325092812047515,0.11158765399886761,0.1548666768008843,0.15567199936078396,1.0,0,True
blind_zone_20260822_093730,scan,0.5000009845276342,3,10,10,1.0,0.49749481646276605,0.002506168064868114,0.0036019902491862704,0.11565560799863306,0.15282627779888572,0.15463522755846498,1.0,0,True
blind_zone_20260822_093730,velodyne,0.5000009845276342,3,10,10,1.0,0.5000005066394806,3.0101396606974085e-05,5.9931419326253434e-05,0.11337183199975698,0.15516073260077973,0.15583109452069038,1.0,0,True
blind_zone_20260822_093730,scan,0.6999955663779818,1,10,10,1.0,0.6997262384663401,0.0003224443850420311,0.0006251578287182258,0.10627149799984181,0.12874985019916493,0.13268496283861167,1.0,0,True
blind_zone_20260822_093730,velodyne,0.6999955663779818,1,10,10,1.0,0.6999922394752502,5.442867621052727e-06,1.916994949735516e-05,0.10540885800037358,0.12900823319978372,0.13118105624052986,1.0,0,True
blind_zone_20260822_093730,scan,0.6999955663779818,2,10,10,1.0,0.6998002577336582,0.00025542034173547945,0.0008716020403114976,0.11105857100119465,0.1545226154001284,0.16113856708012464,1.0,0,True
blind_zone_20260822_093730,velodyne,0.6999955663779818,2,10,10,1.0,0.6999943554401398,2.1646121584062428e-06,9.643067971598636e-06,0.11093860599976324,0.1564773016005347,0.1616374587205064,1.0,0,True
blind_zone_20260822_093730,scan,0.6999955663779818,3,10,10,1.0,0.6999733439456692,0.00021409293902530102,0.001230131589482374,0.1103816699996969,0.1476852180003334,0.15373628200068196,1.0,0,True
blind_zone_20260822_093730,velodyne,0.6999955663779818,3,10,10,1.0,0.6999959945678711,2.175569534301758e-06,5.8283707059736355e-06,0.11140986099962902,0.14548494500013476,0.15236964100004116,1.0,0,True
blind_zone_20260822_093730,scan,0.9000000330686772,1,10,10,1.0,0.8998238746891727,0.0002713590673659727,0.0007400103252152622,0.10595131800073432,0.14910489660032908,0.15284982172059244,1.0,0,True
blind_zone_20260822_093730,velodyne,0.9000000330686772,1,10,10,1.0,0.8999991714954376,1.5226125514855582e-06,4.669754507180542e-06,0.10698633899846755,0.14693392259978283,0.14921749731969614,1.0,0,True
blind_zone_20260822_093730,scan,0.9000000330686772,2,10,10,1.0,0.9000285371429877,0.0001736028983788107,0.000663954232038688,0.11306692000107432,0.13191801979992304,0.13741867515986086,1.0,0,True
blind_zone_20260822_093730,velodyne,0.9000000330686772,2,10,10,1.0,0.8999955356121063,1.0070490857327918e-05,1.9729406831625602e-05,0.11317133599914087,0.13337007080008334,0.13912801255974044,1.0,0,True
blind_zone_20260822_093730,scan,0.9000000330686772,3,10,10,1.0,0.8998370652364762,0.0002619108480091392,0.0009189575069796005,0.10725862999970559,0.12774264679937913,0.13754914855941025,1.0,0,True
blind_zone_20260822_093730,velodyne,0.9000000330686772,3,10,10,1.0,0.9000006914138794,1.4901161193847656e-06,5.1018881818021246e-06,0.10623307599962573,0.12812206059934395,0.13684023851885285,1.0,0,True
blind_zone_20260822_093730,scan,1.1000218458880373,1,10,10,1.0,1.1000840527422358,9.08934931469485e-05,0.0001986763534344904,0.11090275899914559,0.15898516579982241,0.1618794323601469,1.0,0,True
blind_zone_20260822_093730,velodyne,1.1000218458880373,1,10,10,1.0,1.1000199913978577,4.417489904984251e-06,2.1266151528731558e-05,0.11235168799976236,0.15548278100068275,0.15770049140068296,1.0,0,True
blind_zone_20260822_093730,scan,1.1000218458880373,2,10,10,1.0,1.0997963190792595,0.00028492970086124725,0.0005759882145386808,0.1114099400001578,0.1399910619995353,0.1466573995998624,1.0,0,True
blind_zone_20260822_093730,velodyne,1.1000218458880373,2,10,10,1.0,1.1000173687934875,6.079673767089844e-06,1.9777606863602414e-05,0.11121598600038851,0.13806244080078614,0.14425376816136123,1.0,0,True
blind_zone_20260822_093730,scan,1.1000218458880373,3,10,10,1.0,1.0999791868087807,7.618922187146993e-05,0.0005393356493057053,0.10633882499860192,0.14196954259932681,0.1458542053191195,1.0,0,True
blind_zone_20260822_093730,velodyne,1.1000218458880373,3,10,10,1.0,1.1000227332115173,5.125999450683594e-06,1.1491100893534769e-05,0.10711302699928638,0.1382481758002541,0.14382396716013318,1.0,0,True
