run_id,sensor,distance_m,group,frames,detections,detection_rate,measured_p50_m,abs_error_p50_m,abs_error_p95_m,period_p50_s,period_p95_s,period_p99_s,tf_success_rate,contact_events,pass
blind_zone_20260814_130803,scan,0.9997510571788476,1,20,20,1.0,0.9996368836192173,0.00024029296346333995,0.0012823780769561145,0.15794119899510406,0.19328831230523036,0.2867267032642849,1.0,0,True
blind_zone_20260814_130803,velodyne,0.9997510571788476,1,20,20,1.0,0.999748706817627,8.817465178778683e-06,4.436607754761957e-05,0.1596026699990034,0.3141328445039104,0.4318127584989998,1.0,0,True
blind_zone_20260814_130803,scan,0.9997510571788476,2,20,20,1.0,0.9995601209894817,0.0004141426630115963,0.0015273901214040047,0.16299520499887876,0.3156009071957669,0.33148430304107024,1.0,0,True
blind_zone_20260814_130803,velodyne,0.9997510571788476,2,20,20,1.0,0.9997518062591553,9.357929229736328e-06,4.7774164803215956e-05,0.15950746199814603,0.30785585080302547,0.32935190295480427,1.0,0,True
blind_zone_20260814_130803,scan,0.9997510571788476,3,20,20,1.0,0.9995104446184031,0.000469569265229286,0.002206816688017871,0.16910098999505863,0.4039349832979495,0.4570179934601765,1.0,0,True
blind_zone_20260814_130803,velodyne,0.9997510571788476,3,20,20,1.0,0.9997531771659851,8.851289749145508e-06,3.13156405740478e-05,0.16913926099368837,0.426544555001601,0.46158341260248564,1.0,0,True
blind_zone_20260814_130803,scan,0.9003596660802676,1,20,20,1.0,0.9580305912544599,0.057670925174192256,0.06628194204599845,0.16127876500831917,0.34877013649675004,0.5506117577000987,1.0,0,False
blind_zone_20260814_130803,velodyne,0.9003596660802676,1,20,20,1.0,0.95077183842659,0.05041217234632234,0.060811305313317576,0.16059721900091972,0.35056190969917167,0.5478598715449335,1.0,0,False
blind_zone_20260814_130803,scan,0.9003596660802676,2,20,20,1.0,0.9604607472055049,0.06010108112523721,0.07098776121474375,0.1598217989958357,0.40601649189484257,0.5796903407701758,1.0,0,False
blind_zone_20260814_130803,velodyne,0.9003596660802676,2,20,20,1.0,0.9516739547252655,0.051314288644997874,0.06555932488939027,0.17078961699735373,0.497774522003601,0.5996504468045897,1.0,0,False
blind_zone_20260814_130803,scan,0.9003596660802676,3,20,20,1.0,0.9524085210236948,0.0520488549434272,0.0650208407308934,0.15859605399600696,0.2909349153997026,0.3246439070746419,1.0,0,False
blind_zone_20260814_130803,velodyne,0.9003596660802676,3,20,20,1.0,0.9486919343471527,0.04833226826688508,0.05466128912469606,0.15695774598862045,0.34628302540368144,0.42883266988297697,1.0,0,False
blind_zone_20260814_130803,scan,0.7999086091206478,1,20,0,0.0,,,,0.16906959199695848,0.6346113537947528,0.7514517787596561,1.0,0,False
blind_zone_20260814_130803,velodyne,0.7999086091206478,1,20,0,0.0,,,,0.16877675299474504,0.3255646822013656,0.4430511660425691,1.0,0,False
blind_zone_20260814_130803,scan,0.7999086091206478,2,20,0,0.0,,,,0.15764136100187898,0.3165379704005317,0.3304837540752487,1.0,0,False
blind_zone_20260814_130803,velodyne,0.7999086091206478,2,20,0,0.0,,,,0.15754332800861448,0.3152998740959446,0.3298443932284135,1.0,0,False
blind_zone_20260814_130803,scan,0.7999086091206478,3,20,0,0.0,,,,0.1538865030015586,0.3427166389068584,0.5051163461827674,1.0,0,False
blind_zone_20260814_130803,velodyne,0.7999086091206478,3,20,0,0.0,,,,0.15492236200952902,0.3271768977007012,0.3943681739448221,1.0,0,False
