case,sample,wall_time,ros_time,point_count,min_x,max_x,min_y,max_y,final_linear_x,final_linear_y,final_angular_z,odom_x,odom_y,odom_yaw
turn,14,102543.59603019,278.66400000000004,1008,-0.3820999319144407,0.34850569098426615,-0.19436527216359922,0.16710468177021423,0.0,0.0,0.3,0.41083369724545593,0.6402353051449596,1.1527827828113288
turn,15,102543.702129231,278.769,1008,-0.39097086413468923,0.3526705146958382,-0.17133488509165853,0.16631293507978204,0.0,0.0,0.3,0.42159369568461624,0.6388834505238737,1.1905093656893997
turn,16,102543.79798519,278.86400000000003,1008,-0.39258190351781497,0.3516252087855226,-0.16790507847489533,0.1775510349593999,0.0,0.0,0.3,0.4379770240758582,0.6401266148954337,1.209856092427081
turn,17,102543.900250768,278.964,1008,-0.38263307106586186,0.3528980470425236,-0.1704212628572993,0.18368392146760126,0.0,0.0,0.3,0.43473285366101,0.630513590577112,1.2258207596045738
turn,18,102544.002242699,279.069,1008,-0.38453011467018783,0.34968659157262816,-0.1726175039916772,0.16323980188208118,0.0,0.0,0.3,0.4215237356106474,0.6252512271755224,1.2238663272581014
turn,19,102544.098203285,279.144,1008,-0.38356655745379964,0.3491530328858268,-0.19263111807966415,0.16607016657031354,0.0,0.0,0.3,0.407029727756949,0.6221309662121046,1.2147678283167511
turn,20,102544.197476179,279.23900000000003,1008,-0.38231472205078276,0.35073126108235475,-0.1733951392254814,0.16776883840178577,0.0,0.0,0.3,0.41172986424038194,0.616218006261758,1.2411071966134497
turn,21,102544.299325872,279.344,1008,-0.39358536397684785,0.3534432398301718,-0.16336060155136048,0.17195783313373916,0.0,0.0,0.3,0.4353996804751372,0.6195437560785055,1.2712262961840848
turn,22,102544.395402447,279.439,1008,-0.3819692614850663,0.35321991097555133,-0.16524246526218553,0.18996829469306054,0.0,0.0,0.3,0.4413173367908489,0.6103053777402109,1.2861934787911542
turn,23,102544.496699475,279.53900000000004,1008,-0.3855157785091789,0.350567418039755,-0.16757987358581927,0.17529985237931955,0.0,0.0,0.3,0.42925110620249685,0.605174282438878,1.2719027386469224
turn,24,102544.60099139,279.634,1008,-0.38544369341566276,0.3491865085527336,-0.18969360793448473,0.16530583324217174,0.0,0.0,0.3,0.4138715781831826,0.6044692454210111,1.2759887043322051
turn,25,102544.700860779,279.73900000000003,1008,-0.3829000954918702,0.35165697223723036,-0.17214179214346118,0.1673624372454397,0.0,0.0,0.3,0.41785109810950627,0.6011084957848886,1.2892122421073804
turn,26,102544.794281635,279.834,1008,-0.39002967735880445,0.3511302677982701,-0.1657803771449778,0.17870971908507113,0.0,0.0,0.3,0.43424509545902634,0.6052892644521497,1.298245882067376
turn,27,102544.894985792,279.92900000000003,1008,-0.38694469424225575,0.35364839937566234,-0.16937239616864594,0.18673947424395274,0.0,0.0,0.3,0.4442576448565642,0.6004900398794805,1.324091405545612
turn,28,102544.995217966,280.029,1008,-0.38551595568674524,0.3524371878131069,-0.16725802110599233,0.17647631690309112,0.0,0.0,0.3,0.43591860357888235,0.5922253769206819,1.3022502592087941
turn,29,102545.09515319,280.129,1008,-0.3862036928305458,0.3496801756746362,-0.18798017084446442,0.164668353487905,0.0,0.0,0.3,0.4243079618467903,0.5889397622904472,1.2942925108907168
turn,30,102545.196545457,280.22900000000004,1008,-0.3809384825986544,0.3515119945917321,-0.16408878826067197,0.165329854245536,0.0,0.0,0.3,0.42272682880400053,0.581437742897695,1.3137185272349718
turn,31,102545.301516374,280.334,1008,-0.3928330704607338,0.3530144132312966,-0.16385291889142717,0.17230545691288776,0.0,0.0,0.3,0.44177429305441074,0.5860236724712525,1.3591934021434096
turn,32,102545.403551034,280.434,1008,-0.38625125736555865,0.353644540874044,-0.1710653203225065,0.18270259281777662,0.0,0.0,0.3,0.44856913669377835,0.5805821996143443,1.391741752481437
turn,33,102545.495946683,280.529,1008,-0.3858582811067123,0.35107111735090457,-0.16823603815116667,0.17534373368270204,0.0,0.0,0.3,0.4383684066968983,0.5704089404469911,1.3733800640912068
turn,34,102545.59813394,280.629,1008,-0.38826086339056237,0.34963708351134326,-0.18240704155344878,0.16393690031159208,0.0,0.0,0.3,0.4256656105799819,0.5659255690984234,1.3700773263374775
turn,35,102545.69973039,280.72900000000004,1008,-0.37853690053266165,0.3511664318232259,-0.17411162426718274,0.16702494470892798,0.0,0.0,0.3,0.4244137727279334,0.5590881866378952,1.3919655307619745
turn,36,102545.793925668,280.824,1008,-0.3918074611569446,0.353216145262807,-0.16484786560584125,0.1723407857316322,0.0,0.0,0.3,0.4469440755340106,0.5671027933170844,1.4243173208429012
turn,37,102545.902814025,280.92900000000003,1008,-0.38352462127160325,0.3533424721041002,-0.16450448936590878,0.1899295771726486,0.0,0.0,0.3,0.45653901717792594,0.5649314213729622,1.4425374774632465
turn,38,102545.99551546,281.019,1008,-0.3849382422897769,0.3523772574724588,-0.1723404126076094,0.17681722544335,0.0,0.0,0.3,0.448907819457188,0.5557596362933391,1.4257118655620429
turn,39,102546.095171224,281.11400000000003,1008,-0.3853622273777372,0.3493839779044926,-0.185757690876157,0.16421500944093678,0.0,0.0,0.3,0.4373863394457546,0.5510890919201199,1.4283017159930287
turn,40,102546.199523531,281.219,1008,-0.37529150241635223,0.35082960063997165,-0.17687897368404326,0.16649359522359977,0.0,0.0,0.3,0.43181501838548075,0.5429867731671387,1.4475298654214606
turn,41,102546.302213477,281.319,1008,-0.3925158459006487,0.3527009828568939,-0.16425978582783515,0.1675142462863256,0.0,0.0,0.3,0.4507916073164848,0.5502764941245557,1.4752941117704528
turn,42,102546.394111455,281.409,1008,-0.3885263181866213,0.3538961242503533,-0.16329577318843694,0.18917870164496015,0.0,0.0,0.3,0.45758322626221615,0.5477766160640023,1.4993848151300717
turn,43,102546.497369514,281.509,1008,-0.3842285005025462,0.3518995973577664,-0.17201709557767217,0.17579542593948155,0.0,0.0,0.3,0.4500761142366671,0.5348351403495523,1.490267451691898
turn,44,102546.599452181,281.60900000000004,1008,-0.3847154637947737,0.34964574646970076,-0.18548492448344808,0.16364243309663068,0.0,0.0,0.3,0.43881455434946487,0.5273946966705388,1.4863680508422696
turn,45,102546.699427998,281.709,1008,-0.38028180104499676,0.35086792665253574,-0.17453888497546224,0.16523307588148062,0.0,0.0,0.3,0.4315169043460602,0.5187462734437812,1.4997966004280314
turn,46,102546.801678051,281.809,1008,-0.39147463875587024,0.35290211656902215,-0.1652447376415248,0.1710690550510955,0.0,0.0,0.3,0.4502142823460164,0.5244224083678938,1.5439739171670204
