case,sample,wall_time,ros_time,link,tx,ty,tz,qx,qy,qz,qw
stand,7,102528.144188624,263.42900000000003,rf_hip_link,0.19339736769540558,-0.04649973900952364,0.20620671969682108,-0.011269464666072116,0.0025361479616432124,2.9199168652844707e-05,0.9999332809078141
stand,7,102528.144188624,263.42900000000003,rf_upper_leg_link,0.19340840334122292,-0.1419754816874115,0.20835902969314482,-0.009866956637200521,0.48758841614590714,-0.00544470873150277,0.8730008790109403
stand,7,102528.144188624,263.42900000000003,rf_lower_leg_link,0.012052178099375935,-0.1445140518593567,0.09667879318054355,-0.009601109586639166,-0.5192068542530851,0.005900879693456176,0.8545743038555303
stand,7,102528.144188624,263.42900000000003,rf_foot_link,0.20109286927515027,-0.1467041537959829,-0.001442664886959183,-0.009601109586639166,-0.5192068542530851,0.005900879693456176,0.8545743038555303
stand,7,102528.144188624,263.42900000000003,lf_hip_link,0.1933971498755481,0.0465002587647109,0.2061863740603523,0.010821016842748988,0.0025361741374431025,-2.6829449524234202e-05,0.9999382344402149
stand,7,102528.144188624,263.42900000000003,lf_upper_leg_link,0.1934075157846582,0.14197789359577276,0.20825304762294647,0.00947121320035447,0.48801125391133493,0.005233664666736904,0.8727702566715688
stand,7,102528.144188624,263.42900000000003,lf_lower_leg_link,0.011943752000477249,0.14441125071739402,0.09674528463580005,0.009220631828363765,-0.5190659034027041,-0.00566348603036894,0.8546657199159238
stand,7,102528.144188624,263.42900000000003,lf_foot_link,0.20095145540280113,0.1465160466177761,-0.0014415672782769895,0.009220631828363765,-0.5190659034027041,-0.00566348603036894,0.8546657199159238
stand,7,102528.144188624,263.42900000000003,rh_hip_link,-0.19339765581387006,-0.04650021569462528,0.208168807419529,-0.010802933890609786,0.002536161308794198,2.8015898563840087e-05,0.9999384299647056
stand,7,102528.144188624,263.42900000000003,rh_upper_leg_link,-0.19338707209196346,-0.14197792519900798,0.21023202718037243,-0.00943958105051528,0.4907417285172792,-0.005253425085238262,0.8712381142525489
stand,7,102528.144188624,263.42900000000003,rh_lower_leg_link,-0.3755457320951179,-0.14438314159879295,0.09986247739454893,-0.009238795248036917,-0.5138598869368542,0.005599002402241701,0.8578061042168609
stand,7,102528.144188624,263.42900000000003,rh_foot_link,-0.1877462410199065,-0.1465335862836613,-0.0006150163020442467,-0.009238795248036917,-0.5138598869368542,0.005599002402241701,0.8578061042168609
stand,7,102528.144188624,263.42900000000003,lh_hip_link,-0.19339787363372754,0.04649978207960926,0.20814846178306023,0.008475325199605062,0.0025362300960961822,-2.088000126886647e-05,0.9999608672161557
stand,7,102528.144188624,263.42900000000003,lh_upper_leg_link,-0.19338978009295443,0.1419860622491255,0.20976717543384948,0.0074144938248138555,0.4887799689385657,0.004105709991622732,0.8723659268857314
stand,7,102528.144188624,263.42900000000003,lh_lower_leg_link,-0.37504701429861337,0.143886602876772,0.09856449018716573,0.007239108784719208,-0.5157528116701001,-0.004407593131916189,0.8566955151517794
stand,7,102528.144188624,263.42900000000003,lh_foot_link,-0.18680825248526883,0.14556013683886065,-0.0010967752827081012,0.007239108784719208,-0.5157528116701001,-0.004407593131916189,0.8566955151517794
stand,7,102528.144188624,263.42900000000003,d435_link,0.34027262294769134,0.017507501720197403,0.246709305746472,-8.670837795345229e-05,0.0033816972577118093,7.13896738264607e-07,0.9999942782860334
stand,7,102528.144188624,263.42900000000003,velodyne_base_link,0.20053624943640133,1.4060888222945824e-05,0.2861583291281913,-8.670837795345229e-05,0.0033816972577118093,7.13896738264607e-07,0.9999942782860334
stand,7,102528.144188624,263.42900000000003,gps_frame,0.00047319023020816857,1.2158413834792341e-05,0.2775112291842883,-8.670837795345229e-05,0.0033816972577118093,7.13896738264607e-07,0.9999942782860334
stand,8,102528.245329296,263.529,trunk,-2.1966450456386536e-07,1.572884490070179e-08,0.20809918671676994,0.00017508116922287836,0.0018277874365834573,5.634828487387008e-07,0.9999983142682558
stand,8,102528.245329296,263.529,imu_link,-2.1966450456386536e-07,1.572884490070179e-08,0.20809918671676994,0.00017508116922287836,0.0018277874365834573,5.634828487387008e-07,0.9999983142682558
stand,8,102528.245329296,263.529,rf_hip_link,0.19339893260961036,-0.04649974969067725,0.20767429230327555,-0.010837007959230916,0.001451373423692726,1.631599596451241e-05,0.9999402244671752
stand,8,102528.245329296,263.529,rf_upper_leg_link,0.19340505293071852,-0.14197731845820274,0.20974403257299984,-0.00950016455234853,0.48370876173274907,-0.005214199957659757,0.8751619237691105
stand,8,102528.245329296,263.529,rf_lower_leg_link,0.01304814376116304,-0.14444472242062775,0.09645547519631255,-0.00922432790634061,-0.5223130133643907,0.005687950632386362,0.8526849799676839
stand,8,102528.245329296,263.529,rf_foot_link,0.20279745945519279,-0.1465298029449287,-0.00029084066560886024,-0.00922432790634061,-0.5223130133643907,0.005687950632386362,0.8526849799676839
stand,8,102528.245329296,263.529,lf_hip_link,0.1933989407739105,0.046500241538694774,0.20771468211220098,0.011526662460643603,0.0014513753456151873,-1.61441279186963e-05,0.9999325123734559
stand,8,102528.245329296,263.529,lf_upper_leg_link,0.19340521943136207,0.14197486447494492,0.2099161215865723,0.010103738666048414,0.4837715135848189,0.005547853015597556,0.8751184253778107
stand,8,102528.245329296,263.529,lf_lower_leg_link,0.013031102823187965,0.1445982042636441,0.09665846777821424,0.00980748056977483,-0.5229436879933363,-0.006056197898679152,0.8522892906635713
stand,8,102528.245329296,263.529,lf_foot_link,0.2029243094236496,0.1468098941061421,0.00019770624776072054,0.00980748056977483,-0.5229436879933363,-0.006056197898679152,0.8522892906635713
stand,8,102528.245329296,263.529,rh_hip_link,-0.1933994376077955,-0.04650020338798696,0.20879714445422806,-0.009309901335931329,0.0014513966487251192,1.409946081782374e-05,0.9999556085077419
stand,8,102528.245329296,263.529,rh_upper_leg_link,-0.1933941638696421,-0.14198364856580623,0.2105752527642252,-0.008150692012063915,0.48581800868637337,-0.004498964481305534,0.8740104049577025
stand,8,102528.245329296,263.529,rh_lower_leg_link,-0.37429364281099614,-0.1440872841332605,0.09814770615688366,-0.0079608197652089,-0.5159175728920098,0.004826987709268647,0.8565876391353883
stand,8,102528.245329296,263.529,rh_foot_link,-0.18601568269270968,-0.14593135805587518,-0.001436474941646726,-0.0079608197652089,-0.5159175728920098,0.004826987709268647,0.8565876391353883
stand,8,102528.245329296,263.529,lh_hip_link,-0.19339942944349534,0.04649978784138507,0.2088375342631535,0.009891233998311188,0.001451399808544539,-1.3770347952566579e-05,0.9999500271208377
stand,8,102528.245329296,263.529,lh_upper_leg_link,-0.19339405741666177,0.1419811010317554,0.21072666172940407,0.008668820671886268,0.48402566727682383,0.004763218217813163,0.874997895264665
stand,8,102528.245329296,263.529,lh_lower_leg_link,-0.3738317810807527,0.14423024469729917,0.09756231561415042,0.008439840147533718,-0.5190256296201731,-0.005158080836503814,0.8547014444224083
stand,8,102528.245329296,263.529,lh_foot_link,-0.18483454289185178,0.14616273721438228,-0.0006482206314037675,0.008439840147533718,-0.5190256296201731,-0.005158080836503814,0.8547014444224083
stand,8,102528.245329296,263.529,d435_link,0.3401492061747912,0.017486083804180312,0.2483621414576001,0.00017508116922287836,0.0018277874365834573,5.634828487387008e-07,0.9999983142682558
stand,8,102528.245329296,263.529,velodyne_base_link,0.20029088952525578,-2.7643648995940532e-05,0.28736753358040973,0.00017508116922287836,0.0018277874365834573,5.634828487387008e-07,0.9999983142682558
