run_id,distance_m,group,frame,sensor,arrival_monotonic,message_stamp,detected,measured_distance_m,signed_error_m,valid_count,inf_count,nan_count,tf_ok,contact_events_in_group
blind_zone_20260822_062814,2.0000176838375396,1,1,scan,1733.770037282,346.288,True,1.9995903220230695,-0.00042736181447011745,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,2,scan,1733.935150515,346.456,True,1.998715996330608,-0.0013016875069316036,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,3,scan,1734.104353995,346.625,True,1.999046649286514,-0.0009710345510256513,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,4,scan,1734.265761355,346.794,True,1.9980193789165475,-0.0019983049209921777,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,5,scan,1734.430447416,346.951,True,1.999698447884214,-0.00031923595332572496,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,6,scan,1734.596448408,347.115,True,1.999770466040959,-0.00024721779658065657,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,7,scan,1734.769361257,347.28,True,1.9989676868486992,-0.0010499969888404515,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,8,scan,1734.931973642,347.451,True,1.9977092489793717,-0.002308434858167896,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,9,scan,1735.094356455,347.612,True,1.9973771571964858,-0.002640526641053853,552,168,0,True,0
blind_zone_20260822_062814,2.0000176838375396,1,10,scan,1735.257368861,347.774,True,1.99667040958917,-0.0033472742483695583,552,168,0,True,0
