run_id,sensor,distance_m,group,frames,detections,detection_rate,measured_p50_m,abs_error_p50_m,abs_error_p95_m,period_p50_s,period_p95_s,period_p99_s,tf_success_rate,contact_events,pass
blind_zone_20260822_093702,scan,0.4998396965766674,1,10,10,1.0,0.4998252365158077,0.00023614004434133196,0.0012715237954813879,0.10786717100017995,0.1408130481999251,0.14845453044079476,1.0,0,True
blind_zone_20260822_093702,velodyne,0.4998396965766674,1,10,10,1.0,0.4998435527086258,1.7654607223915875e-05,0.00023943752996866675,0.11033172600036778,0.13804126159993757,0.14572767311947246,1.0,0,True
blind_zone_20260822_093702,scan,0.4998396965766674,2,10,10,1.0,0.4999272126539782,0.0009600882070564254,0.0017776322644715982,0.10643514399998821,0.150857121199806,0.1558103394396312,1.0,0,True
blind_zone_20260822_093702,velodyne,0.4998396965766674,2,10,10,1.0,0.4998387545347214,5.161762237548828e-05,0.0001562613154178382,0.107917635999911,0.15046465860032185,0.15625164612072695,1.0,0,True
blind_zone_20260822_093702,scan,0.4998396965766674,3,10,10,1.0,0.49932611591548803,0.0008027857555258366,0.0025484136167907914,0.11211727600129962,0.1407322089991794,0.14559539619898715,1.0,0,True
blind_zone_20260822_093702,velodyne,0.4998396965766674,3,10,10,1.0,0.4998624175786972,0.00016384153611714858,0.0004230740954948018,0.11251644599906285,0.13483076239936054,0.13796718287921977,1.0,0,True
blind_zone_20260822_093702,scan,0.7000734357608649,1,10,10,1.0,0.6991616518704085,0.0009117838904564302,0.0017870054185470995,0.10856880800020008,0.1265897141995083,0.1316434636390477,1.0,0,True
blind_zone_20260822_093702,velodyne,0.7000734357608649,1,10,10,1.0,0.7000731229782104,2.5482402947751837e-06,6.322548521486835e-06,0.10681593799927214,0.12285619860049336,0.12570248372096102,1.0,0,True
blind_zone_20260822_093702,scan,0.7000734357608649,2,10,10,1.0,0.6989491802036412,0.0011242555572237856,0.001929175737740757,0.10927792899929045,0.1567171364011301,0.1779232640810369,1.0,0,True
blind_zone_20260822_093702,velodyne,0.7000734357608649,2,10,10,1.0,0.7000710368156433,2.8757823797853632e-06,7.544472085507791e-06,0.10979464900083258,0.15634712539977041,0.17780727867982932,1.0,0,True
blind_zone_20260822_093702,scan,0.7000734357608649,3,10,10,1.0,0.6984912208016905,0.0015822149591744328,0.0028017309400160777,0.10866521800016926,0.1405978930000856,0.14087240819979344,1.0,0,True
blind_zone_20260822_093702,velodyne,0.7000734357608649,3,10,10,1.0,0.7000747919082642,3.7848949432373047e-06,8.337213861020484e-06,0.10793991699938488,0.13995800879965828,0.14108138415969734,1.0,0,True
blind_zone_20260822_093702,scan,0.9001421298126374,1,10,10,1.0,0.8994140699090571,0.0007280599035802693,0.0016250356096596194,0.10681144999944081,0.13750312380034302,0.14757037756098726,1.0,0,True
blind_zone_20260822_093702,velodyne,0.9001421298126374,1,10,10,1.0,0.9001415371894836,3.87772520438201e-06,9.494677583321561e-06,0.10731993400077044,0.1489329602001817,0.15086274483968737,1.0,0,True
blind_zone_20260822_093702,scan,0.9001421298126374,2,10,10,1.0,0.8994268816774611,0.0007969806977165539,0.0023229885928323303,0.11219208799957414,0.1407841243999428,0.14596086967940208,1.0,0,True
blind_zone_20260822_093702,velodyne,0.9001421298126374,2,10,10,1.0,0.9001430869102478,2.447213729772635e-06,9.936537345800466e-06,0.11150203200122633,0.1395979875993362,0.14505746471906605,1.0,0,True
blind_zone_20260822_093702,scan,0.9001421298126374,3,10,10,1.0,0.8993495496993004,0.0007925801133370491,0.0024441785706288293,0.10760247500002151,0.15649904280035115,0.16103642135982227,1.0,0,True
blind_zone_20260822_093702,velodyne,0.9001421298126374,3,10,10,1.0,0.9001401662826538,5.3678413237667755e-06,2.656534711464873e-05,0.1071561369990377,0.154152475400042,0.1584681614798319,1.0,0,True
blind_zone_20260822_093702,scan,1.100061644670001,1,10,10,1.0,1.0998280048343307,0.0002336398356701519,0.0004811056423735802,0.10880271699898003,0.14684268180026264,0.16467053715990915,1.0,0,True
blind_zone_20260822_093702,velodyne,1.100061644670001,1,10,10,1.0,1.100064992904663,4.0634903994973826e-06,2.0361984110750515e-05,0.10857598199982021,0.1472083940006996,0.16586624200099323,1.0,0,True
blind_zone_20260822_093702,scan,1.100061644670001,2,10,10,1.0,1.0992445239549533,0.0008171207150474702,0.0019387952610011132,0.11257769099938741,0.16676529260075768,0.1737507505204121,1.0,0,True
blind_zone_20260822_093702,velodyne,1.100061644670001,2,10,10,1.0,1.1000601053237915,5.354043475014336e-06,1.679166588870461e-05,0.11382910999964224,0.16842374699990614,0.17836108620031155,1.0,0,True
blind_zone_20260822_093702,scan,1.100061644670001,3,10,10,1.0,1.0986510074641842,0.0014106372058165784,0.002100034195681521,0.1072617759982677,0.13849562019968287,0.15272011204026056,1.0,0,True
blind_zone_20260822_093702,velodyne,1.100061644670001,3,10,10,1.0,1.1000689268112183,1.634204722322785e-05,2.6701843403897913e-05,0.10626385300020047,0.13785561100048652,0.15109494860102132,1.0,0,True
