run_id,distance_m,group,frame,sensor,arrival_monotonic,message_stamp,detected,measured_distance_m,signed_error_m,valid_count,inf_count,nan_count,tf_ok,contact_events_in_group
blind_zone_20260822_093757,0.49742262871726606,1,1,scan,13114.517858655,231.011,False,0.7536137788556477,0.2561911501383817,665,55,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,2,scan,13114.621523422,231.111,False,0.7542156989138709,0.2567930701966048,664,56,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,3,scan,13114.73798855,231.211,False,0.7560432307165423,0.2586206019992763,682,38,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,4,scan,13114.894908966,231.311,False,0.7516482688921636,0.25422564017489757,682,38,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,5,scan,13114.988399169,231.411,False,0.7546027111457895,0.2571800824285234,682,38,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,6,scan,13115.096345931,231.511,False,0.7509417483198877,0.25351911960262163,681,39,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,7,scan,13115.238280645,231.611,False,0.7529273909151646,0.2555047621978985,682,38,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,8,scan,13115.372070304,231.712,False,0.7541483802469005,0.2567257515296344,682,38,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,9,scan,13115.482993211,231.812,False,0.754567717903802,0.2571450891865359,674,46,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,10,scan,13115.586430971,231.911,False,0.7575971647939074,0.2601745360766413,675,45,0,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,1,velodyne,13114.514761483,231.011,False,0.7529621124267578,0.25553948370949175,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,2,velodyne,13114.616318184,231.111,False,0.7513216733932495,0.25389904467598345,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,3,velodyne,13114.735139794,231.211,False,0.7508965134620667,0.2534738847448006,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,4,velodyne,13114.888915468,231.311,False,0.7509871125221252,0.2535644838048592,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,5,velodyne,13115.004257769,231.411,False,0.7543155550956726,0.25689292637840655,14089,0,311,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,6,velodyne,13115.093479943,231.511,False,0.7515840530395508,0.2541614243222847,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,7,velodyne,13115.234161565,231.611,False,0.7517266273498535,0.25430399863258746,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,8,velodyne,13115.36614828,231.712,False,0.7519830465316772,0.2545604178144112,14089,0,311,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,9,velodyne,13115.47978472,231.812,False,0.7504222989082336,0.2529996701909676,14089,0,311,True,2950
blind_zone_20260822_093757,0.49742262871726606,1,10,velodyne,13115.582631622,231.911,False,0.7508371472358704,0.2534145185186043,14088,0,312,True,2950
blind_zone_20260822_093757,0.49742262871726606,2,1,scan,13115.702400299,232.011,False,0.7517703259718643,0.25434769725459827,537,183,0,True,2942
blind_zone_20260822_093757,0.49742262871726606,2,2,scan,13115.813379001,232.111,False,0.753117501193329,0.25569487247606293,682,38,0,True,2942
blind_zone_20260822_093757,0.49742262871726606,2,3,scan,13115.91748228,232.212,False,0.7535696466504764,0.2561470179332104,674,46,0,True,2942
blind_zone_20260822_093757,0.49742262871726606,2,4,scan,13116.079301199,232.311,False,0.7532315804267601,0.255808951709494,682,38,0,True,2942
blind_zone_20260822_093757,0.49742262871726606,2,5,scan,13116.185309623,232.411,False,0.754963381313628,0.2575407525963619,682,38,0,True,2942
