stamp_sec,point_count,roll_deg,pitch_deg,tilt_deg,raw_finite_bins,raw_ground_bins,level_finite_bins,level_ground_bins
424.178,27304,0.04673799984053925,0.25891897021393395,0.25891897021393395,431,0,470,0
424.679,27306,0.04460072949946099,0.18476835733696836,0.18476835733696836,430,0,473,0
425.178,27307,0.03908924460426181,0.22791105413518228,0.22791105413518228,430,0,473,0
425.878,27302,0.0019611748065946253,0.15593874281129166,0.15593874281129166,430,0,469,0
426.978,27301,0.02683738579695477,0.38362049818078453,0.38362049818078453,430,0,465,0
427.779,27300,0.008306426613135642,0.18347351482844412,0.18347351482844412,431,0,476,0
428.28,27300,0.02216725802761036,0.19422159887828272,0.19422159887828272,430,0,476,0
429.879,27298,0.019430435805082552,0.10667608581299866,0.10667608581299866,429,0,427,0
430.378,27299,0.04787724559198322,0.3197292835915403,0.3197292835915403,431,0,467,0
430.978,27299,0.005501902648879375,0.32614942510964756,0.32614942510964756,429,0,466,0
431.48,27299,-0.005828156849702933,0.0866909647400552,0.0866909647400552,429,0,426,0
432.679,27301,0.008562974682114763,0.12464321077635664,0.12464321077635664,430,0,425,0
433.979,27304,0.0020684462027285026,0.23417167102246003,0.23417167102246003,428,0,472,0
435.079,27304,0.004337725299583567,0.2746676598827822,0.2746676598827822,431,0,469,0
435.978,27299,0.015369872241613028,0.3922560182730877,0.3922560182730877,430,0,466,0
436.679,27307,-0.0792599227057578,0.14037752840755274,0.14037752840755274,431,0,473,0
437.479,27307,0.009011965434175545,0.1890418080128054,0.1890418080128054,430,0,476,0
438.279,27304,0.015156989987920054,0.19832438426169674,0.19832438426169674,429,0,476,0
439.079,27304,0.015246555678441362,0.2245196051475,0.2245196051475,431,0,473,0
439.878,27306,-0.002095316009118283,0.14284324370170925,0.14284324370170925,431,0,462,0
440.978,27302,0.047135487599444345,0.2987130408517389,0.2987130408517389,431,0,468,0
441.679,27303,0.011533592617794424,0.1531116253537402,0.1531116253537402,431,0,466,0
442.68,27307,0.011102085651762714,0.30973018386458023,0.30973018386458023,429,0,467,0
443.178,27305,0.00985753756748782,0.3101628928274013,0.3101628928274013,430,0,467,0
443.878,27307,-0.011037004608674857,0.22837145139241596,0.22837145139241596,431,0,474,0
444.978,27306,0.004888472993616551,0.20247830475073855,0.20247830475073855,430,0,475,0
445.779,27304,-0.0013323370205456772,0.2330007089778242,0.2330007089778242,430,0,473,0
446.278,27304,-0.01263478113576856,0.23728465296906176,0.23728465296906176,431,0,472,0
446.778,27305,-0.008649289743428826,0.3264970964351991,0.3264970964351991,431,0,466,0
447.579,27306,0.019530711923882272,0.3262422195636946,0.3262422195636946,430,0,466,0
449.278,26740,4.404090845770285,-3.0650084559432322,4.404090845770285,515,141,624,0
449.979,27227,0.4770087746317338,-2.086986471039784,2.086986471039784,429,0,483,0
450.879,27028,1.9756550521249558,0.7389633977041354,1.9756550521249558,428,0,511,0
451.779,26299,3.577085147229992,-2.4999340302079456,3.577085147229992,467,122,542,0
452.578,26682,-4.1698935727280375,-3.7556668904751516,4.1698935727280375,460,74,588,0
453.478,27116,1.3272242611490213,-1.8704304891550365,1.8704304891550365,426,0,597,0
454.378,26907,4.175304159518829,-1.8515909794192642,4.175304159518829,426,38,541,0
455.078,26335,-5.052867828541463,-3.7542857507972567,5.052867828541463,543,144,537,0
455.678,27239,-2.497684692252264,-1.9547438690410845,2.497684692252264,426,0,605,0
456.279,26716,3.214649521727648,-1.5140750339648021,3.214649521727648,425,5,567,0
457.678,27239,-2.7835025976823005,-1.732138692556909,2.7835025976823005,422,1,609,0
459.078,26027,-4.376486786706035,-4.11863345712699,4.376486786706035,482,172,543,0
