stamp_sec,point_count,roll_deg,pitch_deg,tilt_deg,raw_finite_bins,raw_ground_bins,level_finite_bins,level_ground_bins
289.25,27292,0.016330966719674923,0.23874742185632483,0.23874742185632483,430,0,471,0
290.168,27287,-0.006421093173237326,0.11550422683165044,0.11550422683165044,430,0,426,0
291.206,27283,-0.04782094154264774,0.3538515464285468,0.3538515464285468,430,0,465,0
292.708,27282,0.02305145191706699,0.2357977531704918,0.2357977531704918,430,0,472,0
294.062,27290,-0.007759250318071953,0.2918717188694554,0.2918717188694554,430,0,467,0
295.142,27293,-0.037567461077180224,0.30666872930250844,0.30666872930250844,430,0,466,0
296.31,27296,0.02297543849575673,0.16887725840156273,0.16887725840156273,430,0,469,0
297.436,27287,0.01327158978062561,0.32462218298706536,0.32462218298706536,430,0,465,0
298.486,27152,0.020622394253135293,0.06620570542732705,0.06620570542732705,431,0,428,0
299.873,27441,0.6672755610539025,-1.5008770147254091,1.5008770147254091,429,0,586,0
301.195,27055,0.43832119371080974,0.24544446677190593,0.43832119371080974,429,0,484,0
301.89,27227,1.1188930814644855,-0.873807054286873,1.1188930814644855,428,0,660,0
303.069,27202,-1.4968421450635787,-1.6957040004555928,1.6957040004555928,426,0,462,0
304.09,27216,-2.290083574861907,-2.393377389482236,2.393377389482236,426,0,581,0
305.433,26628,-1.6465271820801308,-3.016108137902012,3.016108137902012,552,17,587,0
307.207,27080,0.28004373871126215,-0.6289149085445825,0.6289149085445825,423,0,541,0
308.006,27155,-0.04467128867481009,-0.0594811727565968,0.0594811727565968,424,0,422,0
309.512,26933,-1.9984084640883957,-0.140709723821242,1.9984084640883957,425,0,517,0
310.718,27336,2.070539857745714,-1.504071453826141,2.070539857745714,426,0,545,0
311.982,26981,-0.501806965168356,-0.4415930318892514,0.501806965168356,427,0,667,0
312.974,27218,-0.4642247927682312,-0.09884922798566664,0.4642247927682312,428,0,467,0
313.994,27121,-0.9760679718351366,-0.6234031497621147,0.9760679718351366,430,0,647,0
315.498,27210,-1.2748649199107283,-0.17524546377705755,1.2748649199107283,428,0,613,0
316.372,26968,-2.975229754580771,-1.4472392296601662,2.975229754580771,426,0,549,0
317.584,27218,0.43068141733892407,0.20790670364452637,0.43068141733892407,427,0,518,0
318.603,27155,0.07503445767490181,-0.15288935532671322,0.15288935532671322,426,0,428,0
320.416,27123,4.338961790065363,-2.3192157346614506,4.338961790065363,428,66,604,0
321.624,27080,-3.516182345209801,-2.0359038094454855,3.516182345209801,427,23,556,0
322.8,26900,0.3023075409685675,-0.41871138763283466,0.41871138763283466,427,0,593,0
323.796,26988,1.539297492501234,-2.2561855492786527,2.2561855492786527,427,0,588,0
324.555,27139,-0.7354761775191,-0.9794407527918383,0.9794407527918383,426,0,610,0
325.5,27229,-0.5093365530729266,0.09111976858428816,0.5093365530729266,426,0,435,0
326.34,27249,0.05504893885360198,0.09259141858156592,0.09259141858156592,427,0,423,0
327.28,27264,-0.20968385913889917,0.307133143718424,0.307133143718424,428,0,471,0
328.326,27254,0.11760092274308674,0.06525140683982075,0.11760092274308674,428,0,422,0
329.576,27249,-0.1131257171353368,0.4191937660515959,0.4191937660515959,428,0,473,0
